x,y,t,pol
110,413,4908653342900,False
78,394,4908653342924,True
76,572,4908653342972,True
59,591,4908653342972,True
34,307,4908653356868,True
149,396,4908653395192,False
134,388,4908653490108,True
70,387,4908653528028,False
25,337,4908653624552,False
192,274,4908653626152,True
115,402,4908653758100,False
138,350,4908653758100,False
100,395,4908653758100,False
33,390,4908653758100,False
38,344,4908653758100,False
137,357,4908653758100,False
164,347,4908653758100,False
111,412,4908653758100,False
91,323,4908653758100,False
65,390,4908653758100,False
147,318,4908653758100,False
99,394,4908653758100,False
76,436,4908653761412,True
96,314,4908653766512,False
136,342,4908653766512,False
78,435,4908653770196,True
177,285,4908653846356,False
118,404,4908653908096,False
93,383,4908653908096,False
161,314,4908653944612,False
362,562,4908654038980,False
6,514,4908654039000,True
139,355,4908654039000,True
75,433,4908654039000,True
47,334,4908654039000,True
0,513,4908654039000,True
100,352,4908654039000,True
362,561,4908654039000,True
35,319,4908654105628,True
75,391,4908654105628,True
189,321,4908654105628,True
132,389,4908654105628,True
151,323,4908654153772,True
131,248,4908654166360,False
49,406,4908654209588,True
34,383,4908654236200,False
100,421,4908654265888,False
100,396,4908654346220,False
59,399,4908654346220,False
133,320,4908654352584,True
148,259,4908654619052,False
181,325,4908654691796,True
45,351,4908654691796,True
96,397,4908654691796,True
145,384,4908654691820,True
52,299,4908654700764,False
48,387,4908654812144,False
73,388,4908654812144,False
89,278,4908654914344,True
115,282,4908654931808,False
168,141,4908654978408,False
96,393,4908655016912,True
72,411,4908655025664,True
157,317,4908655106436,True
180,336,4908655128604,False
65,395,4908655158292,True
78,294,4908655249204,False
120,291,4908655276912,False
128,309,4908655311060,False
24,393,4908655311060,False
79,395,4908655311060,False
44,369,4908655365216,False
79,406,4908655395564,False
130,346,4908655414040,False
53,387,4908655414060,True
153,381,4908655414060,True
40,343,4908655414060,True
83,391,4908655414060,True
6,512,4908655414060,True
165,303,4908655414060,True
99,404,4908655501488,True
77,394,4908655501488,True
43,384,4908655520612,True
47,405,4908655520632,True
34,319,4908655542996,False
125,387,4908655543016,True
153,332,4908655591060,True
126,308,4908655607504,False
24,271,4908655686744,False
104,351,4908655721872,True
91,365,4908655776280,True
32,182,4908655784076,False
89,356,4908655846552,False
182,326,4908655846552,False
27,247,4908655887180,False
39,408,4908655931840,False
128,354,4908655970692,False
153,177,4908655981972,True
58,123,4908655998504,True
56,305,4908656001640,False
176,384,4908656095056,False
133,321,4908656095056,False
101,352,4908656095056,False
126,338,4908656095056,False
165,302,4908656095056,False
139,344,4908656095056,False
182,327,4908656095056,False
96,107,4908656119676,False
68,356,4908656181532,True
160,318,4908656192964,False
4,321,4908656205628,True
101,396,4908656247788,False
76,432,4908656346332,True
110,411,4908656413844,False
34,306,4908656447936,True
101,394,4908656447960,True
44,384,4908656455752,True
92,300,4908656470484,True
22,393,4908656528704,False
180,427,4908656622380,False
163,333,4908656622404,False
11,395,4908656626972,True
6,515,4908656626972,True
120,364,4908656633008,True
129,308,4908656688528,False
147,319,4908656688528,True
86,359,4908656701564,True
39,339,4908656701564,True
131,244,4908656764504,False
72,438,4908656813800,False
123,307,4908656937932,False
164,332,4908656937932,False
93,322,4908656937932,False
101,395,4908656937932,False
127,315,4908656937932,False
66,384,4908656937932,False
147,401,4908656937932,False
96,400,4908656937952,False
92,386,4908656937952,False
35,387,4908656964616,True
194,324,4908657012496,True
103,433,4908657064912,False
17,273,4908657128216,True
87,322,4908657142360,True
4,511,4908657142360,True
146,385,4908657142360,True
141,341,4908657195188,False
108,279,4908657203472,True
363,559,4908657283312,False
50,386,4908657283940,True
94,385,4908657283940,True
120,188,4908657531000,True
167,302,4908657551972,False
3,514,4908657551972,False
65,383,4908657551972,False
102,403,4908657577380,True
132,348,4908657577380,True
123,385,4908657577380,True
111,411,4908657577380,True
31,390,4908657577380,True
25,308,4908657732044,False
148,383,4908657765292,True
92,376,4908657845268,True
83,321,4908657845268,True
136,341,4908657863168,False
81,322,4908657914416,False
93,268,4908657964032,False
174,334,4908657971280,True
62,290,4908658001900,True
99,374,4908658082112,True
53,389,4908658082112,True
25,392,4908658082112,True
47,385,4908658082112,True
130,415,4908658106812,True
41,211,4908658117868,True
55,385,4908658262744,True
98,405,4908658290780,False
94,381,4908658290780,False
123,387,4908658512980,True
27,349,4908658624720,True
146,346,4908658644352,True
92,313,4908658720120,False
77,388,4908658752540,False
50,259,4908658824564,True
183,294,4908658917004,True
103,359,4908658919700,False
88,269,4908658981116,False
85,391,4908659009888,True
131,410,4908659209832,False
28,346,4908659209968,False
200,3,4908659237808,False
98,412,4908659290108,True
40,281,4908659342760,False
99,405,4908659431552,True
105,346,4908659431552,True
130,313,4908659431552,True
63,391,4908659431552,True
50,333,4908659431552,True
143,351,4908659431552,True
134,338,4908659431552,True
159,296,4908659431552,True
29,304,4908659431552,True
99,399,4908659431552,True
158,298,4908659431552,True
47,295,4908659431552,True
130,349,4908659431580,False
131,315,4908659431580,False
34,337,4908659431580,False
59,384,4908659431580,False
89,323,4908659431580,True
137,350,4908659431580,False
168,302,4908659431580,False
164,333,4908659431580,False
37,318,4908659431580,False
38,341,4908659431580,False
75,300,4908659431580,False
28,345,4908659431580,True
29,339,4908659431580,False
131,348,4908659431580,True
92,378,4908659431580,False
86,321,4908659431580,False
129,317,4908659431580,False
9,510,4908659431580,False
49,385,4908659431580,False
165,327,4908659431580,False
65,391,4908659431580,False
129,335,4908659431580,True
165,304,4908659431580,False
0,511,4908659431580,False
129,315,4908659431580,True
97,394,4908659431580,False
85,322,4908659431580,False
136,340,4908659431580,False
47,273,4908659445168,False
155,309,4908659525124,True
158,279,4908659535252,True
154,300,4908659543080,False
94,384,4908659628968,True
150,314,4908659786888,False
51,403,4908659809260,True
36,384,4908659809260,True
183,384,4908659809260,True
82,322,4908659809260,True
130,249,4908659809260,True
100,404,4908659809260,True
89,317,4908659809260,True
192,317,4908659809260,True
109,302,4908659809288,True
134,339,4908659809288,True
181,320,4908659834512,False
97,395,4908659837632,False
40,307,4908659837632,False
30,350,4908659837632,False
144,351,4908659837632,False
188,365,4908659837632,False
76,355,4908659882936,True
59,335,4908659882936,True
162,313,4908659884708,True
136,358,4908659894192,True
82,377,4908659894192,True
5,511,4908659989856,False
42,343,4908659989856,True
7,513,4908659989856,True
85,321,4908659989856,False
8,511,4908659989856,False
119,315,4908659989856,False
3,513,4908659989856,False
168,303,4908659989856,False
97,396,4908659989856,False
5,512,4908659989856,True
83,389,4908659989856,True
51,386,4908659989856,True
361,563,4908659989856,True
137,343,4908659989856,True
132,346,4908659989856,False
174,342,4908659989856,True
67,240,4908660010160,False
98,394,4908660010160,False
164,182,4908660012796,True
21,403,4908660026752,True
46,384,4908660110056,True
104,304,4908660137896,False
100,137,4908660285904,False
171,332,4908660296928,False
77,340,4908660301900,True
54,405,4908660366152,True
89,350,4908660387636,False
97,393,4908660492756,False
24,348,4908660492756,False
104,369,4908660492756,False
133,342,4908660608692,True
99,167,4908660708896,False
95,394,4908660867016,True
9,293,4908660867016,True
153,275,4908660867016,True
137,311,4908660867016,True
8,510,4908660917796,True
7,512,4908660917796,True
72,244,4908660952720,False
5,515,4908660955132,False
116,560,4908661052944,False
184,385,4908661084524,True
93,271,4908661110340,False
107,349,4908661113820,False
67,301,4908661113820,False
3,511,4908661174760,True
7,510,4908661174760,True
2,513,4908661174760,True
361,562,4908661174760,True
73,438,4908661174760,True
4,515,4908661174760,True
42,293,4908661174760,True
3,515,4908661174760,True
53,383,4908661186968,False
43,346,4908661186968,False
28,59,4908661270788,True
168,283,4908661414208,True
117,382,4908661435128,False
70,439,4908661460356,True
6,383,4908661489208,False
4,512,4908661526244,False
33,348,4908661526244,False
32,367,4908661592220,True
177,362,4908661605860,False
162,325,4908661643908,True
173,341,4908661645076,True
159,350,4908661664068,False
362,563,4908661666604,False
60,331,4908661674992,False
184,355,4908661676284,True
24,345,4908661689400,True
125,307,4908661689400,False
118,315,4908661689400,True
96,366,4908661689400,False
75,386,4908661689400,True
158,341,4908661689400,True
131,336,4908661689400,True
126,309,4908661689424,False
94,313,4908661689424,False
80,387,4908661689424,False
120,314,4908661689424,False
93,313,4908661689424,False
9,298,4908661733388,True
144,342,4908661784840,False
106,310,4908661805200,True
31,338,4908661842792,False
100,372,4908661857716,True
145,385,4908661887908,False
31,348,4908661887908,False
90,388,4908661896344,False
164,322,4908661916936,True
5,303,4908661955716,False
38,346,4908661955716,False
69,264,4908661971260,True
153,380,4908661976108,True
134,388,4908661980740,True
116,400,4908661982120,False
45,350,4908661982140,False
82,388,4908661982140,False
48,406,4908662063264,True
92,384,4908662121636,True
51,381,4908662121636,True
3,512,4908662121636,True
32,346,4908662123436,False
200,314,4908662144412,True
50,381,4908662187036,True
364,553,4908662205700,True
96,362,4908662252092,True
109,415,4908662284688,True
40,398,4908662309248,False
163,293,4908662309248,False
27,376,4908662309248,False
21,317,4908662309248,False
4,509,4908662328560,True
102,366,4908662418256,False
31,349,4908662418256,False
51,249,4908662453772,False
8,383,4908662455268,False
110,413,4908662505684,False
78,390,4908662505684,False
24,392,4908662505684,False
174,343,4908662505684,False
53,378,4908662505684,False
41,345,4908662505684,False
89,322,4908662505684,False
78,394,4908662505704,True
23,393,4908662572832,False
119,276,4908662596904,True
68,334,4908662699104,True
43,315,4908662738652,False
130,345,4908662896736,False
362,562,4908662926752,False
362,561,4908662926776,True
139,355,4908662926776,True
6,514,4908662926776,True
47,334,4908662926776,True
0,513,4908662926776,True
75,433,4908662926776,True
100,352,4908662926776,True
78,435,4908662932980,True
156,351,4908663034380,False
131,248,4908663054136,False
140,342,4908663133032,False
81,321,4908663168960,True
9,447,4908663190804,False
165,174,4908663204536,False
103,323,4908663220676,False
140,392,4908663406356,False
110,412,4908663413980,False
146,245,4908663501176,True
133,338,4908663530260,False
132,316,4908663530288,False
133,343,4908663530288,False
9,436,4908663566968,True
119,278,4908663599728,True
41,343,4908663658028,False
2,512,4908663658028,False
5,514,4908663658028,False
176,407,4908663658028,False
6,510,4908663658028,False
361,561,4908663658028,False
78,388,4908663658028,False
164,303,4908663658028,False
46,318,4908663658028,False
95,381,4908663685996,False
124,303,4908663761772,False
102,364,4908663855552,False
113,179,4908663938700,True
59,395,4908663981092,True
76,348,4908664005944,True
50,387,4908664011944,False
158,413,4908664071836,False
42,330,4908664119128,False
62,383,4908664242096,False
115,502,4908664297328,True
49,596,4908664297328,True
47,232,4908664299160,True
126,308,4908664303276,False
163,346,4908664316908,False
192,436,4908664316908,False
65,395,4908664321076,True
18,353,4908664414432,False
152,343,4908664418048,False
34,319,4908664430764,False
125,387,4908664430788,True
79,395,4908664473840,False
128,309,4908664473840,False
24,393,4908664473840,False
98,395,4908664495096,False
61,383,4908664495096,False
77,325,4908664502372,False
93,401,4908664557568,False
133,466,4908664564712,False
130,346,4908664576820,False
53,387,4908664576848,True
153,381,4908664576848,True
83,391,4908664576848,True
6,512,4908664576848,True
40,343,4908664576848,True
165,303,4908664576848,True
198,500,4908664619212,True
83,591,4908664619212,True
5,475,4908664619212,True
10,473,4908664619212,True
72,579,4908664619212,True
95,558,4908664619212,True
99,404,4908664664268,True
77,394,4908664664268,True
66,331,4908664675080,False
71,392,4908664675080,False
28,328,4908664675080,False
81,377,4908664687788,False
101,396,4908664738420,False
30,424,4908664743328,False
60,462,4908664754608,True
34,349,4908664852600,True
81,137,4908664858112,False
31,331,4908664866204,True
87,392,4908664866204,True
169,386,4908664866204,True
176,327,4908664899012,True
162,274,4908665017896,False
175,349,4908665051312,True
367,552,4908665054140,False
128,412,4908665055516,False
187,152,4908665141100,True
68,265,4908665169036,False
76,432,4908665234104,True
121,279,4908665295684,False
24,316,4908665469844,True
6,515,4908665514748,True
11,395,4908665514748,True
38,301,4908665605668,True
67,323,4908665625340,False
188,316,4908665631308,False
158,194,4908665675368,True
157,335,4908665676056,True
39,342,4908665752740,True
122,339,4908665752740,True
41,342,4908665752740,True
73,387,4908665752740,True
93,376,4908665752740,True
43,335,4908665752740,True
185,386,4908665752740,True
65,384,4908665752740,False
95,400,4908665752740,False
136,343,4908665752740,True
30,332,4908665752740,False
91,357,4908665752740,False
152,356,4908665753336,True
363,559,4908665773944,False
130,398,4908665784716,True
136,357,4908665784716,True
86,359,4908665864348,True
39,339,4908665864348,True
159,317,4908665879228,False
112,274,4908665933908,False
67,334,4908665952052,True
95,366,4908666084536,False
148,353,4908666086244,True
59,387,4908666086244,True
43,347,4908666086244,True
35,387,4908666127400,True
32,314,4908666194088,False
84,254,4908666199852,False
126,365,4908666237256,False
20,388,4908666282164,True
127,386,4908666282164,True
4,510,4908666282164,True
78,323,4908666282164,True
138,355,4908666282188,False
129,310,4908666282188,False
130,337,4908666282188,False
1,139,4908666282188,True
45,352,4908666300728,False
96,314,4908666363940,False
136,342,4908666363940,False
199,277,4908666386532,False
167,302,4908666439744,False
65,383,4908666439744,False
3,514,4908666439744,False
79,391,4908666448756,False
364,557,4908666502024,True
93,383,4908666505524,False
118,404,4908666505524,False
100,172,4908666534124,False
34,305,4908666684732,True
52,332,4908666720044,False
204,336,4908666735668,False
98,313,4908666832268,True
69,440,4908666874452,True
71,227,4908666907712,False
59,399,4908666943652,False
100,396,4908666943652,False
63,302,4908666986948,False
80,375,4908667027976,True
140,355,4908667027976,True
137,348,4908667027976,True
116,299,4908667027976,True
46,336,4908667027976,True
114,299,4908667027976,True
138,353,4908667027976,True
54,401,4908667027976,True
49,334,4908667027976,True
367,553,4908667027976,True
40,340,4908667027976,True
139,357,4908667027976,True
97,400,4908667027976,True
40,344,4908667027976,True
91,360,4908667027976,True
40,342,4908667027976,True
77,390,4908667027976,True
79,388,4908667027976,True
135,341,4908667027976,True
132,350,4908667027976,True
124,307,4908667027976,True
84,390,4908667027976,True
54,378,4908667027976,True
3,510,4908667027976,True
125,345,4908667027976,True
88,353,4908667027976,True
77,298,4908667086948,False
27,349,4908667115352,True
110,370,4908667132652,False
120,218,4908667135764,False
92,313,4908667210752,False
99,374,4908667244896,True
47,385,4908667244896,True
53,389,4908667244896,True
25,392,4908667244896,True
149,384,4908667348636,True
128,335,4908667348636,True
87,350,4908667348636,True
46,385,4908667348636,True
190,380,4908667348636,True
96,395,4908667348636,True
89,319,4908667348636,True
64,383,4908667348636,True
171,308,4908667348636,True
33,349,4908667348636,True
125,384,4908667403460,False
94,381,4908667453560,False
98,405,4908667453560,False
16,260,4908667533400,True
183,377,4908667543888,False
96,393,4908667614340,True
20,443,4908667644584,True
191,272,4908667645356,True
82,405,4908667684364,True
174,393,4908667791264,True
150,423,4908667813884,True
80,380,4908667861488,False
73,410,4908667868792,False
94,78,4908668015868,False
145,342,4908668101480,False
96,383,4908668162472,False
169,280,4908668182656,True
146,333,4908668212684,False
21,235,4908668276500,True
97,257,4908668290228,True
168,336,4908668450868,True
72,439,4908668495292,True
143,271,4908668522744,False
141,342,4908668591660,False
181,259,4908668639812,False
158,351,4908668654572,False
68,384,4908668658036,True
17,234,4908668769136,True
94,384,4908668791752,True
133,410,4908668832648,False
170,344,4908668865680,True
98,192,4908668870004,True
121,254,4908668896672,False
87,359,4908668896672,False
88,350,4908668896672,False
74,391,4908668896672,False
92,360,4908668896672,False
78,389,4908668896672,False
479,224,4908668958536,False
28,270,4908668992940,True
97,395,4908669000412,False
144,351,4908669000412,False
40,307,4908669000412,False
188,365,4908669000412,False
30,350,4908669000412,False
172,264,4908669053140,False
39,237,4908669057424,True
7,473,4908669078628,True
100,569,4908669078628,True
113,549,4908669078628,True
71,597,4908669078628,True
103,557,4908669078628,True
101,556,4908669078628,True
56,397,4908669158364,True
26,385,4908669158364,True
94,323,4908669158364,True
121,357,4908669158364,True
144,419,4908669161832,True
138,366,4908669203656,False
113,406,4908669217332,False
368,553,4908669217332,False
166,304,4908669217332,False
85,392,4908669217332,False
82,391,4908669217332,False
32,348,4908669217332,False
164,302,4908669217332,False
83,387,4908669217332,False
130,336,4908669217332,False
91,359,4908669217332,False
48,333,4908669217332,False
21,294,4908669217332,False
175,406,4908669217332,False
95,314,4908669217332,False
155,168,4908669368556,True
211,407,4908669383612,True
72,438,4908669411232,False
122,310,4908669465504,True
162,334,4908669465504,True
121,339,4908669465504,True
92,385,4908669465504,True
41,346,4908669465504,True
93,315,4908669465504,True
145,349,4908669465504,True
133,342,4908669496460,True
41,315,4908669582684,False
146,385,4908669739792,True
87,322,4908669739792,True
4,511,4908669739792,True
149,372,4908669758684,False
99,396,4908669769316,True
8,510,4908669805568,True
7,512,4908669805568,True
88,155,4908669823332,True
169,305,4908669827744,True
15,302,4908669827744,True
106,345,4908669827744,True
33,303,4908669827744,True
153,314,4908669827744,True
22,253,4908669855492,False
125,281,4908669872892,True
50,386,4908669881372,True
94,385,4908669881372,True
118,210,4908669885492,True
94,374,4908669890988,True
127,354,4908669899584,False
119,290,4908669914140,False
135,343,4908669963120,True
88,323,4908669963120,True
30,338,4908669963120,True
10,512,4908669963120,True
46,334,4908669963120,True
136,354,4908669963120,True
8,512,4908669963120,True
48,384,4908669963120,True
132,317,4908669963120,True
32,338,4908669963120,True
124,387,4908669963120,False
361,564,4908669963144,False
8,513,4908669963144,False
9,511,4908669963144,False
115,399,4908669963144,False
3,142,4908669968936,True
55,346,4908669998600,True
7,332,4908669998600,True
5,515,4908670117912,False
180,324,4908670159068,False
144,384,4908670159068,False
129,395,4908670159068,False
90,317,4908670159068,False
135,334,4908670159068,False
104,358,4908670159068,False
211,339,4908670196092,True
154,298,4908670246092,True
145,307,4908670317868,False
63,384,4908670395708,False
136,341,4908670460600,False
134,388,4908670471368,True
60,383,4908670492572,True
109,385,4908670492572,False
31,332,4908670492572,True
88,382,4908670492572,False
93,388,4908670492572,False
126,310,4908670492572,False
91,382,4908670492572,False
58,396,4908670492572,True
100,394,4908670492572,True
132,345,4908670492572,False
30,386,4908670492572,False
43,391,4908670494264,True
100,372,4908670553484,True
362,563,4908670554376,False
361,565,4908670561428,True
368,552,4908670561428,True
33,324,4908670712516,False
124,383,4908670712516,False
45,286,4908670712516,False
132,323,4908670712516,False
31,338,4908670730568,False
7,400,4908670843036,False
163,190,4908670937548,False
6,280,4908670977940,False
32,346,4908671011208,False
9,426,4908671012672,True
174,387,4908671123112,False
198,383,4908671151480,True
129,398,4908671189800,True
81,428,4908671189800,True
7,383,4908671200324,False
107,279,4908671274132,True
87,442,4908671305444,True
6,382,4908671341132,False
50,381,4908671349816,True
134,357,4908671371020,False
99,372,4908671371020,False
65,394,4908671371068,False
81,374,4908671379108,False
84,365,4908671379108,False
72,336,4908671379108,False
162,304,4908671475400,False
190,436,4908671490704,False
31,349,4908671581040,False
102,366,4908671581040,False
159,257,4908671595476,False
25,457,4908671604952,True
53,378,4908671668468,False
41,345,4908671668468,False
89,322,4908671668468,False
174,343,4908671668468,False
78,390,4908671668468,False
24,392,4908671668468,False
110,413,4908671668468,False
78,394,4908671668492,True
40,306,4908671750244,True
82,374,4908671750244,True
362,562,4908671814524,False
47,334,4908671814544,True
362,561,4908671814544,True
0,513,4908671814544,True
75,433,4908671814544,True
139,355,4908671814544,True
6,514,4908671814544,True
100,352,4908671814544,True
62,465,4908671827632,True
192,437,4908671928400,True
30,347,4908671928400,True
18,384,4908671928400,True
131,248,4908671941904,False
194,370,4908671958180,True
179,373,4908671973164,False
68,335,4908671986032,True
10,348,4908672017616,True
78,435,4908672095764,True
140,320,4908672101472,False
63,382,4908672219696,True
148,252,4908672250052,False
176,346,4908672290300,False
61,324,4908672383720,True
102,406,4908672404820,True
118,394,4908672417028,True
24,434,4908672422528,False
192,326,4908672480068,False
155,357,4908672537028,True
200,367,4908672547844,False
51,386,4908672587288,True
42,343,4908672587288,True
132,346,4908672587288,False
5,511,4908672587288,False
168,303,4908672587288,False
8,511,4908672587288,False
119,315,4908672587288,False
83,389,4908672587288,True
3,513,4908672587288,False
137,343,4908672587288,True
85,321,4908672587288,False
174,342,4908672587288,True
5,512,4908672587288,True
361,563,4908672587288,True
97,396,4908672587288,False
7,513,4908672587288,True
109,388,4908672645724,False
46,384,4908672707488,True
129,318,4908672715024,True
138,354,4908672715024,True
177,320,4908672715024,True
48,273,4908672719620,False
30,311,4908672749364,True
19,314,4908672749544,True
63,387,4908672749544,True
31,334,4908672749544,True
129,343,4908672749544,True
70,281,4908672848720,True
120,216,4908672856376,False
23,283,4908672925196,False
67,335,4908672980412,True
89,350,4908672985068,False
126,308,4908672999040,False
99,304,4908673047024,False
184,332,4908673073944,False
166,388,4908673091540,False
101,396,4908673229048,False
34,319,4908673318540,False
125,387,4908673318560,True
5,393,4908673355052,False
170,179,4908673422700,True
65,395,4908673483856,True
89,353,4908673484756,True
154,388,4908673497292,True
79,395,4908673636628,False
128,309,4908673636628,False
24,393,4908673636628,False
120,175,4908673667316,False
52,375,4908673667796,True
154,274,4908673667796,True
70,325,4908673667796,True
146,219,4908673730992,True
130,346,4908673739608,False
40,343,4908673739628,True
83,391,4908673739628,True
53,387,4908673739628,True
6,512,4908673739628,True
153,381,4908673739628,True
165,303,4908673739628,True
47,381,4908673755548,False
234,319,4908673781512,False
106,374,4908673808472,False
113,394,4908673825712,True
77,394,4908673827056,True
99,404,4908673827056,True
55,405,4908673916748,False
81,238,4908674023692,True
63,379,4908674050292,True
76,432,4908674121880,True
4,512,4908674123676,False
33,348,4908674123676,False
61,331,4908674177756,False
35,293,4908674224484,True
133,388,4908674242744,False
99,361,4908674252536,False
132,248,4908674263172,True
127,308,4908674263172,True
148,352,4908674263172,True
130,319,4908674263172,True
74,385,4908674263192,True
87,379,4908674263192,True
159,298,4908674263192,True
133,346,4908674263192,True
127,383,4908674263192,True
363,559,4908674264572,False
58,381,4908674269208,False
86,392,4908674269208,False
100,507,4908674292532,True
137,149,4908674356612,False
6,515,4908674402516,True
11,395,4908674402516,True
158,266,4908674412916,False
31,348,4908674485332,False
145,385,4908674485332,False
158,340,4908674555888,True
80,396,4908674555888,True
35,318,4908674555888,True
117,383,4908674555888,True
88,317,4908674555912,False
68,394,4908674555912,False
52,384,4908674555912,True
132,315,4908674555912,False
128,313,4908674555912,False
97,397,4908674555912,False
47,335,4908674555912,False
87,321,4908674555912,False
122,384,4908674555912,True
362,559,4908674555912,False
129,313,4908674555912,False
33,337,4908674555912,False
93,387,4908674555912,False
177,385,4908674555912,False
12,512,4908674555912,False
184,361,4908674601404,False
89,251,4908674639448,True
48,406,4908674660696,True
132,428,4908674683536,False
92,384,4908674719064,True
3,512,4908674719064,True
51,381,4908674719064,True
125,385,4908674722788,False
69,365,4908674744352,False
95,313,4908674782576,False
165,305,4908674782576,False
42,55,4908674791724,True
171,270,4908674880636,False
201,376,4908674901288,True
9,280,4908674939344,False
86,359,4908675027128,True
39,339,4908675027128,True
95,324,4908675058344,True
360,566,4908675070552,False
126,337,4908675070552,False
4,514,4908675070552,False
157,341,4908675070552,False
139,354,4908675070552,False
77,391,4908675070552,False
173,343,4908675070552,False
49,333,4908675070552,False
184,309,4908675093032,False
108,156,4908675202724,True
198,381,4908675251488,True
35,387,4908675290180,True
167,302,4908675327512,False
3,514,4908675327512,False
65,383,4908675327512,False
65,311,4908675359328,False
31,340,4908675378296,False
29,401,4908675410500,True
103,111,4908675457948,True
120,323,4908675490620,True
173,188,4908675596676,False
180,336,4908675596900,False
78,143,4908675602860,False
27,349,4908675605984,True
92,313,4908675701380,False
139,251,4908675728116,True
84,398,4908675728156,True
41,304,4908675752560,True
85,254,4908675845028,False
35,406,4908675880124,False
74,131,4908675897776,False
136,360,4908675898808,True
94,269,4908675991500,False
21,316,4908676027180,False
93,400,4908676059512,False
0,324,4908676068756,True
39,384,4908676083004,False
53,417,4908676227440,False
110,385,4908676235152,True
41,343,4908676255452,False
2,512,4908676255452,False
361,561,4908676255452,False
164,303,4908676255452,False
5,514,4908676255452,False
46,318,4908676255452,False
78,388,4908676255452,False
176,407,4908676255452,False
6,510,4908676255452,False
124,329,4908676339788,False
89,170,4908676405752,True
88,462,4908676405876,False
53,389,4908676407680,True
99,374,4908676407680,True
47,385,4908676407680,True
25,392,4908676407680,True
7,376,4908676425536,True
132,333,4908676436024,False
132,381,4908676436024,False
135,377,4908676436024,False
84,392,4908676436052,False
113,407,4908676534488,True
39,341,4908676534488,True
1,513,4908676534488,True
131,316,4908676534488,True
135,236,4908676543852,False
156,355,4908676555212,False
72,385,4908676582004,False
49,396,4908676601972,True
105,399,4908676604808,True
98,405,4908676616344,False
94,381,4908676616344,False
128,160,4908676634860,True
8,400,4908676676264,False
139,428,4908676703796,False
181,174,4908676812176,False
51,385,4908676813728,True
94,314,4908676813728,True
119,314,4908676813728,True
123,305,4908676813728,False
31,347,4908676813728,True
145,350,4908676813728,False
129,314,4908676813728,True
32,385,4908676813728,True
129,312,4908676813728,True
122,385,4908676813728,False
6,511,4908676813728,True
84,401,4908676813728,True
15,283,4908676813728,False
122,311,4908676813728,True
29,303,4908676813728,True
132,334,4908676813728,True
37,348,4908676813728,True
139,351,4908676813728,False
79,394,4908676813728,True
367,555,4908676813728,True
10,511,4908676813728,True
45,345,4908676813760,False
83,350,4908676813760,False
92,424,4908676813760,False
33,340,4908676813760,False
93,393,4908676813760,False
131,334,4908676813760,False
28,304,4908676813760,False
134,340,4908676813760,False
130,397,4908676813760,False
115,401,4908676813760,False
12,299,4908676813760,False
82,389,4908676813760,False
91,379,4908676813760,False
28,305,4908676813760,False
32,390,4908676813760,False
85,323,4908676813760,False
125,314,4908676813760,False
88,321,4908676813760,False
40,341,4908676813760,False
45,336,4908676813760,False
167,332,4908676813760,False
62,383,4908676839520,False
98,285,4908676908464,True
113,116,4908676979800,True
142,342,4908677235424,False
32,350,4908677286152,False
94,558,4908677361824,False
0,476,4908677361824,False
30,180,4908677361824,False
152,489,4908677361824,False
86,599,4908677361824,False
98,585,4908677361824,False
73,599,4908677361824,True
1,478,4908677361824,False
97,586,4908677361824,True
115,560,4908677361824,False
140,536,4908677361824,True
33,172,4908677361824,True
121,545,4908677361824,False
4,472,4908677361824,False
114,548,4908677361824,False
104,556,4908677361824,True
11,472,4908677361824,True
99,587,4908677361824,False
98,588,4908677361824,False
101,557,4908677361824,False
29,170,4908677361824,True
9,143,4908677361824,True
45,424,4908677361824,False
107,554,4908677361824,False
4,194,4908677361824,True
11,474,4908677361824,False
100,580,4908677361824,False
9,474,4908677361824,False
35,178,4908677361824,False
34,170,4908677361824,True
104,588,4908677361824,False
36,179,4908677361824,False
0,191,4908677361824,False
6,474,4908677361824,True
148,311,4908677361824,False
22,306,4908677425976,False
44,77,4908677461520,False
43,333,4908677492768,True
81,387,4908677492768,True
65,386,4908677492824,False
45,324,4908677591368,False
73,307,4908677592624,True
155,183,4908677632336,False
128,311,4908677732304,False
116,315,4908677732328,False
4,516,4908677732328,False
142,326,4908677732328,False
10,395,4908677732328,False
133,392,4908677793424,True
111,166,4908677842528,True
122,86,4908677853040,True
35,400,4908677913984,False
199,382,4908677920344,True
192,233,4908677940752,False
94,384,4908677954536,True
30,295,4908677977664,True
103,391,4908677982568,False
42,385,4908677982568,False
164,317,4908677995784,False
22,393,4908678012744,False
156,246,4908678114840,False
9,332,4908678140312,True
97,395,4908678163200,False
40,307,4908678163200,False
144,351,4908678163200,False
188,365,4908678163200,False
30,350,4908678163200,False
166,352,4908678195344,True
120,351,4908678200848,False
133,362,4908678200848,False
73,461,4908678203488,False
37,333,4908678255824,True
143,350,4908678330896,True
34,383,4908678372520,False
130,398,4908678382144,True
136,357,4908678382144,True
133,342,4908678384232,True
84,320,4908678400048,False
191,320,4908678400048,False
145,320,4908678400048,False
127,437,4908678427640,False
46,273,4908678453248,False
77,295,4908678468760,False
176,321,4908678480040,False
185,371,4908678544688,True
77,369,4908678581192,False
49,599,4908678621488,True
104,519,4908678621488,True
129,346,4908678667936,False
